dataset,instance,method,makespan,runtime_seconds,n_jobs,n_machines,size
edata,abz5.fjs,FIFO,1439,0.1,10,10,100
edata,abz6.fjs,FIFO,1254,0.1,10,10,100
edata,abz7.fjs,FIFO,886,0.7,20,15,300
edata,abz8.fjs,FIFO,831,0.6,20,15,300
edata,abz9.fjs,FIFO,938,0.7,20,15,300
edata,car1.fjs,FIFO,8240,0.1,11,5,55
edata,car2.fjs,FIFO,7819,0.1,13,4,52
edata,car3.fjs,FIFO,9500,0.2,12,5,60
edata,car4.fjs,FIFO,9390,0.1,14,4,56
edata,car5.fjs,FIFO,9691,0.3,10,6,60
edata,car6.fjs,FIFO,10805,0.8,8,9,72
edata,car7.fjs,FIFO,7690,0.2,7,7,49
edata,car8.fjs,FIFO,9769,0.5,8,8,64
edata,la01.fjs,FIFO,957,0.0,10,5,50
edata,la02.fjs,FIFO,838,0.0,10,5,50
edata,la03.fjs,FIFO,720,0.0,10,5,50
edata,la04.fjs,FIFO,784,0.0,10,5,50
edata,la05.fjs,FIFO,623,0.0,10,5,50
edata,la06.fjs,FIFO,1104,0.0,15,5,75
edata,la07.fjs,FIFO,1052,0.0,15,5,75
edata,la08.fjs,FIFO,966,0.0,15,5,75
edata,la09.fjs,FIFO,1068,0.0,15,5,75
edata,la10.fjs,FIFO,1049,0.0,15,5,75
edata,la11.fjs,FIFO,1424,0.0,20,5,100
edata,la12.fjs,FIFO,1235,0.0,20,5,100
edata,la13.fjs,FIFO,1266,0.0,20,5,100
edata,la14.fjs,FIFO,1340,0.0,20,5,100
edata,la15.fjs,FIFO,1510,0.0,20,5,100
edata,la16.fjs,FIFO,1220,0.1,10,10,100
edata,la17.fjs,FIFO,898,0.1,10,10,100
edata,la18.fjs,FIFO,1077,0.1,10,10,100
edata,la19.fjs,FIFO,1003,0.1,10,10,100
edata,la20.fjs,FIFO,1217,0.1,10,10,100
edata,la21.fjs,FIFO,1461,0.2,15,10,150
edata,la22.fjs,FIFO,1090,0.1,15,10,150
edata,la23.fjs,FIFO,1390,0.2,15,10,150
edata,la24.fjs,FIFO,1420,0.2,15,10,150
edata,la25.fjs,FIFO,1476,0.2,15,10,150
edata,la26.fjs,FIFO,1514,0.2,20,10,200
edata,la27.fjs,FIFO,1880,0.4,20,10,200
edata,la28.fjs,FIFO,1542,0.2,20,10,200
edata,la29.fjs,FIFO,1657,0.3,20,10,200
edata,la30.fjs,FIFO,1672,0.3,20,10,200
edata,la31.fjs,FIFO,2037,0.5,30,10,300
edata,la32.fjs,FIFO,2238,0.6,30,10,300
edata,la33.fjs,FIFO,2353,0.7,30,10,300
edata,la34.fjs,FIFO,2144,0.6,30,10,300
edata,la35.fjs,FIFO,2262,0.7,30,10,300
edata,la36.fjs,FIFO,1688,0.8,15,15,225
edata,la37.fjs,FIFO,1783,0.9,15,15,225
edata,la38.fjs,FIFO,1664,0.8,15,15,225
edata,la39.fjs,FIFO,1622,0.8,15,15,225
edata,la40.fjs,FIFO,1582,0.7,15,15,225
edata,mt06.fjs,FIFO,64,0.0,6,6,36
edata,mt10.fjs,FIFO,1255,0.1,10,10,100
edata,mt20.fjs,FIFO,1536,0.0,20,5,100
edata,orb1.fjs,FIFO,1217,0.1,10,10,100
edata,orb10.fjs,FIFO,1314,0.1,10,10,100
edata,orb2.fjs,FIFO,1135,0.1,10,10,100
edata,orb3.fjs,FIFO,1195,0.1,10,10,100
edata,orb4.fjs,FIFO,1408,0.1,10,10,100
edata,orb5.fjs,FIFO,1067,0.1,10,10,100
edata,orb6.fjs,FIFO,1382,0.1,10,10,100
edata,orb7.fjs,FIFO,-1,0.0,10,10,100
edata,orb8.fjs,FIFO,1157,0.1,10,10,100
edata,orb9.fjs,FIFO,1278,0.2,10,10,100
rdata,abz5.fjs,FIFO,1274,0.1,10,10,100
rdata,abz6.fjs,FIFO,892,0.1,10,10,100
rdata,abz7.fjs,FIFO,841,0.4,20,15,300
rdata,abz8.fjs,FIFO,835,0.4,20,15,300
rdata,abz9.fjs,FIFO,701,0.4,20,15,300
rdata,car1.fjs,FIFO,7225,0.1,11,5,55
rdata,car2.fjs,FIFO,7432,0.1,13,4,52
rdata,car3.fjs,FIFO,7069,0.1,12,5,60
rdata,car4.fjs,FIFO,7960,0.0,14,4,56
rdata,car5.fjs,FIFO,7281,0.1,10,6,60
rdata,car6.fjs,FIFO,7005,0.4,8,9,72
rdata,car7.fjs,FIFO,5758,0.1,7,7,49
rdata,car8.fjs,FIFO,7060,0.3,8,8,64
rdata,la01.fjs,FIFO,633,0.0,10,5,50
rdata,la02.fjs,FIFO,769,0.0,10,5,50
rdata,la03.fjs,FIFO,626,0.0,10,5,50
rdata,la04.fjs,FIFO,684,0.0,10,5,50
rdata,la05.fjs,FIFO,567,0.0,10,5,50
rdata,la06.fjs,FIFO,991,0.0,15,5,75
rdata,la07.fjs,FIFO,980,0.0,15,5,75
rdata,la08.fjs,FIFO,946,0.0,15,5,75
rdata,la09.fjs,FIFO,1005,0.0,15,5,75
rdata,la10.fjs,FIFO,1000,0.0,15,5,75
rdata,la11.fjs,FIFO,1344,0.0,20,5,100
rdata,la12.fjs,FIFO,1066,0.0,20,5,100
rdata,la13.fjs,FIFO,1217,0.0,20,5,100
rdata,la14.fjs,FIFO,1245,0.0,20,5,100
rdata,la15.fjs,FIFO,1231,0.0,20,5,100
rdata,la16.fjs,FIFO,886,0.1,10,10,100
rdata,la17.fjs,FIFO,883,0.1,10,10,100
rdata,la18.fjs,FIFO,1044,0.1,10,10,100
rdata,la19.fjs,FIFO,835,0.1,10,10,100
rdata,la20.fjs,FIFO,1002,0.1,10,10,100
rdata,la21.fjs,FIFO,1120,0.1,15,10,150
rdata,la22.fjs,FIFO,1156,0.1,15,10,150
rdata,la23.fjs,FIFO,1056,0.1,15,10,150
rdata,la24.fjs,FIFO,1057,0.1,15,10,150
rdata,la25.fjs,FIFO,1085,0.1,15,10,150
rdata,la26.fjs,FIFO,1343,0.1,20,10,200
rdata,la27.fjs,FIFO,1445,0.2,20,10,200
rdata,la28.fjs,FIFO,1511,0.2,20,10,200
rdata,la29.fjs,FIFO,1217,0.1,20,10,200
rdata,la30.fjs,FIFO,1607,0.2,20,10,200
rdata,la31.fjs,FIFO,1869,0.3,30,10,300
rdata,la32.fjs,FIFO,2074,0.3,30,10,300
rdata,la33.fjs,FIFO,2009,0.4,30,10,300
rdata,la34.fjs,FIFO,1927,0.3,30,10,300
rdata,la35.fjs,FIFO,2030,0.3,30,10,300
rdata,la36.fjs,FIFO,1373,0.5,15,15,225
rdata,la37.fjs,FIFO,1365,0.5,15,15,225
rdata,la38.fjs,FIFO,1440,0.5,15,15,225
rdata,la39.fjs,FIFO,1325,0.5,15,15,225
rdata,la40.fjs,FIFO,1352,0.5,15,15,225
rdata,mt06.fjs,FIFO,52,0.0,6,6,36
rdata,mt10.fjs,FIFO,811,0.1,10,10,100
rdata,mt20.fjs,FIFO,1196,0.0,20,5,100
rdata,orb1.fjs,FIFO,913,0.1,10,10,100
rdata,orb10.fjs,FIFO,922,0.1,10,10,100
rdata,orb2.fjs,FIFO,856,0.1,10,10,100
rdata,orb3.fjs,FIFO,921,0.1,10,10,100
rdata,orb4.fjs,FIFO,986,0.1,10,10,100
rdata,orb5.fjs,FIFO,926,0.1,10,10,100
rdata,orb6.fjs,FIFO,1156,0.1,10,10,100
rdata,orb7.fjs,FIFO,-1,0.0,10,10,100
rdata,orb8.fjs,FIFO,902,0.1,10,10,100
rdata,orb9.fjs,FIFO,839,0.1,10,10,100
vdata,abz5.fjs,FIFO,934,0.0,10,10,100
vdata,abz6.fjs,FIFO,807,0.0,10,10,100
vdata,abz7.fjs,FIFO,638,0.2,20,15,300
vdata,abz8.fjs,FIFO,715,0.2,20,15,300
vdata,abz9.fjs,FIFO,700,0.2,20,15,300
vdata,car1.fjs,FIFO,7198,0.1,11,5,55
vdata,car2.fjs,FIFO,7194,0.0,13,4,52
vdata,car3.fjs,FIFO,6324,0.0,12,5,60
vdata,car4.fjs,FIFO,7826,0.0,14,4,56
vdata,car5.fjs,FIFO,6659,0.1,10,6,60
vdata,car6.fjs,FIFO,6514,0.3,8,9,72
vdata,car7.fjs,FIFO,5120,0.1,7,7,49
vdata,car8.fjs,FIFO,6196,0.1,8,8,64
vdata,la01.fjs,FIFO,742,0.0,10,5,50
vdata,la02.fjs,FIFO,657,0.0,10,5,50
vdata,la03.fjs,FIFO,527,0.0,10,5,50
vdata,la04.fjs,FIFO,611,0.0,10,5,50
vdata,la05.fjs,FIFO,582,0.0,10,5,50
vdata,la06.fjs,FIFO,960,0.0,15,5,75
vdata,la07.fjs,FIFO,829,0.0,15,5,75
vdata,la08.fjs,FIFO,896,0.0,15,5,75
vdata,la09.fjs,FIFO,986,0.0,15,5,75
vdata,la10.fjs,FIFO,899,0.0,15,5,75
vdata,la11.fjs,FIFO,1174,0.0,20,5,100
vdata,la12.fjs,FIFO,1067,0.0,20,5,100
vdata,la13.fjs,FIFO,1217,0.0,20,5,100
vdata,la14.fjs,FIFO,1236,0.0,20,5,100
vdata,la15.fjs,FIFO,1208,0.0,20,5,100
vdata,la16.fjs,FIFO,777,0.0,10,10,100
vdata,la17.fjs,FIFO,652,0.0,10,10,100
vdata,la18.fjs,FIFO,679,0.0,10,10,100
vdata,la19.fjs,FIFO,660,0.0,10,10,100
vdata,la20.fjs,FIFO,799,0.0,10,10,100
vdata,la21.fjs,FIFO,1030,0.1,15,10,150
vdata,la22.fjs,FIFO,1065,0.1,15,10,150
vdata,la23.fjs,FIFO,1144,0.1,15,10,150
vdata,la24.fjs,FIFO,961,0.1,15,10,150
vdata,la25.fjs,FIFO,1034,0.1,15,10,150
vdata,la26.fjs,FIFO,1215,0.1,20,10,200
vdata,la27.fjs,FIFO,1296,0.1,20,10,200
vdata,la28.fjs,FIFO,1266,0.1,20,10,200
vdata,la29.fjs,FIFO,1244,0.2,20,10,200
vdata,la30.fjs,FIFO,1504,0.1,20,10,200
vdata,la31.fjs,FIFO,1817,0.2,30,10,300
vdata,la32.fjs,FIFO,1902,0.2,30,10,300
vdata,la33.fjs,FIFO,1730,0.2,30,10,300
vdata,la34.fjs,FIFO,1798,0.2,30,10,300
vdata,la35.fjs,FIFO,1803,0.2,30,10,300
vdata,la36.fjs,FIFO,998,0.2,15,15,225
vdata,la37.fjs,FIFO,1084,0.2,15,15,225
vdata,la38.fjs,FIFO,953,0.2,15,15,225
vdata,la39.fjs,FIFO,1006,0.2,15,15,225
vdata,la40.fjs,FIFO,980,0.2,15,15,225
vdata,mt06.fjs,FIFO,47,0.0,6,6,36
vdata,mt10.fjs,FIFO,804,0.0,10,10,100
vdata,mt20.fjs,FIFO,1156,0.0,20,5,100
vdata,orb1.fjs,FIFO,825,0.0,10,10,100
vdata,orb10.fjs,FIFO,696,0.0,10,10,100
vdata,orb2.fjs,FIFO,683,0.0,10,10,100
vdata,orb3.fjs,FIFO,727,0.0,10,10,100
vdata,orb4.fjs,FIFO,767,0.0,10,10,100
vdata,orb5.fjs,FIFO,643,0.0,10,10,100
vdata,orb6.fjs,FIFO,721,0.0,10,10,100
vdata,orb7.fjs,FIFO,-1,0.0,10,10,100
vdata,orb8.fjs,FIFO,648,0.0,10,10,100
vdata,orb9.fjs,FIFO,697,0.0,10,10,100
edata,abz5.fjs,SPT,1324,0.1,10,10,100
edata,abz6.fjs,SPT,1085,0.1,10,10,100
edata,abz7.fjs,SPT,876,0.5,20,15,300
edata,abz8.fjs,SPT,868,0.5,20,15,300
edata,abz9.fjs,SPT,902,0.7,20,15,300
edata,car1.fjs,SPT,7251,0.1,11,5,55
edata,car2.fjs,SPT,7329,0.0,13,4,52
edata,car3.fjs,SPT,8026,0.1,12,5,60
edata,car4.fjs,SPT,8845,0.1,14,4,56
edata,car5.fjs,SPT,8175,0.2,10,6,60
edata,car6.fjs,SPT,8837,0.5,8,9,72
edata,car7.fjs,SPT,6925,0.2,7,7,49
edata,car8.fjs,SPT,9666,0.4,8,8,64
edata,la01.fjs,SPT,747,0.0,10,5,50
edata,la02.fjs,SPT,837,0.0,10,5,50
edata,la03.fjs,SPT,684,0.0,10,5,50
edata,la04.fjs,SPT,668,0.0,10,5,50
edata,la05.fjs,SPT,581,0.0,10,5,50
edata,la06.fjs,SPT,1182,0.0,15,5,75
edata,la07.fjs,SPT,844,0.0,15,5,75
edata,la08.fjs,SPT,1021,0.0,15,5,75
edata,la09.fjs,SPT,1019,0.0,15,5,75
edata,la10.fjs,SPT,978,0.0,15,5,75
edata,la11.fjs,SPT,1373,0.0,20,5,100
edata,la12.fjs,SPT,1111,0.0,20,5,100
edata,la13.fjs,SPT,1314,0.0,20,5,100
edata,la14.fjs,SPT,1356,0.0,20,5,100
edata,la15.fjs,SPT,1213,0.0,20,5,100
edata,la16.fjs,SPT,1085,0.1,10,10,100
edata,la17.fjs,SPT,966,0.1,10,10,100
edata,la18.fjs,SPT,987,0.1,10,10,100
edata,la19.fjs,SPT,972,0.1,10,10,100
edata,la20.fjs,SPT,1007,0.1,10,10,100
edata,la21.fjs,SPT,1662,0.2,15,10,150
edata,la22.fjs,SPT,1147,0.1,15,10,150
edata,la23.fjs,SPT,1235,0.1,15,10,150
edata,la24.fjs,SPT,1102,0.1,15,10,150
edata,la25.fjs,SPT,1175,0.1,15,10,150
edata,la26.fjs,SPT,1460,0.2,20,10,200
edata,la27.fjs,SPT,1676,0.3,20,10,200
edata,la28.fjs,SPT,1441,0.2,20,10,200
edata,la29.fjs,SPT,1470,0.2,20,10,200
edata,la30.fjs,SPT,1694,0.3,20,10,200
edata,la31.fjs,SPT,1891,0.3,30,10,300
edata,la32.fjs,SPT,2313,0.4,30,10,300
edata,la33.fjs,SPT,2082,0.5,30,10,300
edata,la34.fjs,SPT,1907,0.3,30,10,300
edata,la35.fjs,SPT,2135,0.4,30,10,300
edata,la36.fjs,SPT,1671,0.8,15,15,225
edata,la37.fjs,SPT,1809,0.8,15,15,225
edata,la38.fjs,SPT,1508,0.7,15,15,225
edata,la39.fjs,SPT,1508,0.6,15,15,225
edata,la40.fjs,SPT,1342,0.6,15,15,225
edata,mt06.fjs,SPT,83,0.0,6,6,36
edata,mt10.fjs,SPT,1124,0.1,10,10,100
edata,mt20.fjs,SPT,1360,0.0,20,5,100
edata,orb1.fjs,SPT,1170,0.1,10,10,100
edata,orb10.fjs,SPT,1071,0.1,10,10,100
edata,orb2.fjs,SPT,1005,0.1,10,10,100
edata,orb3.fjs,SPT,1152,0.1,10,10,100
edata,orb4.fjs,SPT,1301,0.1,10,10,100
edata,orb5.fjs,SPT,1013,0.1,10,10,100
edata,orb6.fjs,SPT,1231,0.1,10,10,100
edata,orb7.fjs,SPT,-1,0.0,10,10,100
edata,orb8.fjs,SPT,1044,0.1,10,10,100
edata,orb9.fjs,SPT,1152,0.1,10,10,100
rdata,abz5.fjs,SPT,1120,0.1,10,10,100
rdata,abz6.fjs,SPT,946,0.1,10,10,100
rdata,abz7.fjs,SPT,783,0.4,20,15,300
rdata,abz8.fjs,SPT,808,0.4,20,15,300
rdata,abz9.fjs,SPT,748,0.4,20,15,300
rdata,car1.fjs,SPT,6320,0.1,11,5,55
rdata,car2.fjs,SPT,6724,0.0,13,4,52
rdata,car3.fjs,SPT,7992,0.1,12,5,60
rdata,car4.fjs,SPT,7674,0.1,14,4,56
rdata,car5.fjs,SPT,7912,0.2,10,6,60
rdata,car6.fjs,SPT,7765,0.4,8,9,72
rdata,car7.fjs,SPT,5535,0.1,7,7,49
rdata,car8.fjs,SPT,6887,0.2,8,8,64
rdata,la01.fjs,SPT,760,0.0,10,5,50
rdata,la02.fjs,SPT,700,0.0,10,5,50
rdata,la03.fjs,SPT,596,0.0,10,5,50
rdata,la04.fjs,SPT,618,0.0,10,5,50
rdata,la05.fjs,SPT,782,0.0,10,5,50
rdata,la06.fjs,SPT,1046,0.0,15,5,75
rdata,la07.fjs,SPT,914,0.0,15,5,75
rdata,la08.fjs,SPT,1081,0.0,15,5,75
rdata,la09.fjs,SPT,1087,0.0,15,5,75
rdata,la10.fjs,SPT,992,0.0,15,5,75
rdata,la11.fjs,SPT,1310,0.0,20,5,100
rdata,la12.fjs,SPT,1093,0.0,20,5,100
rdata,la13.fjs,SPT,1189,0.0,20,5,100
rdata,la14.fjs,SPT,1283,0.0,20,5,100
rdata,la15.fjs,SPT,1225,0.0,20,5,100
rdata,la16.fjs,SPT,839,0.1,10,10,100
rdata,la17.fjs,SPT,918,0.1,10,10,100
rdata,la18.fjs,SPT,832,0.1,10,10,100
rdata,la19.fjs,SPT,875,0.1,10,10,100
rdata,la20.fjs,SPT,890,0.1,10,10,100
rdata,la21.fjs,SPT,1205,0.1,15,10,150
rdata,la22.fjs,SPT,993,0.1,15,10,150
rdata,la23.fjs,SPT,1082,0.1,15,10,150
rdata,la24.fjs,SPT,1060,0.1,15,10,150
rdata,la25.fjs,SPT,1112,0.1,15,10,150
rdata,la26.fjs,SPT,1372,0.1,20,10,200
rdata,la27.fjs,SPT,1313,0.1,20,10,200
rdata,la28.fjs,SPT,1609,0.2,20,10,200
rdata,la29.fjs,SPT,1327,0.1,20,10,200
rdata,la30.fjs,SPT,1448,0.1,20,10,200
rdata,la31.fjs,SPT,1797,0.2,30,10,300
rdata,la32.fjs,SPT,2261,0.3,30,10,300
rdata,la33.fjs,SPT,2047,0.2,30,10,300
rdata,la34.fjs,SPT,1815,0.2,30,10,300
rdata,la35.fjs,SPT,1838,0.2,30,10,300
rdata,la36.fjs,SPT,1319,0.6,15,15,225
rdata,la37.fjs,SPT,1334,0.5,15,15,225
rdata,la38.fjs,SPT,1331,0.5,15,15,225
rdata,la39.fjs,SPT,1297,0.4,15,15,225
rdata,la40.fjs,SPT,1159,0.4,15,15,225
rdata,mt06.fjs,SPT,50,0.0,6,6,36
rdata,mt10.fjs,SPT,905,0.1,10,10,100
rdata,mt20.fjs,SPT,1232,0.0,20,5,100
rdata,orb1.fjs,SPT,937,0.1,10,10,100
rdata,orb10.fjs,SPT,941,0.1,10,10,100
rdata,orb2.fjs,SPT,826,0.1,10,10,100
rdata,orb3.fjs,SPT,944,0.1,10,10,100
rdata,orb4.fjs,SPT,990,0.1,10,10,100
rdata,orb5.fjs,SPT,896,0.1,10,10,100
rdata,orb6.fjs,SPT,954,0.1,10,10,100
rdata,orb7.fjs,SPT,-1,0.0,10,10,100
rdata,orb8.fjs,SPT,777,0.1,10,10,100
rdata,orb9.fjs,SPT,915,0.1,10,10,100
vdata,abz5.fjs,SPT,952,0.0,10,10,100
vdata,abz6.fjs,SPT,862,0.0,10,10,100
vdata,abz7.fjs,SPT,579,0.1,20,15,300
vdata,abz8.fjs,SPT,603,0.1,20,15,300
vdata,abz9.fjs,SPT,593,0.1,20,15,300
vdata,car1.fjs,SPT,6985,0.1,11,5,55
vdata,car2.fjs,SPT,8198,0.1,13,4,52
vdata,car3.fjs,SPT,6342,0.0,12,5,60
vdata,car4.fjs,SPT,7383,0.0,14,4,56
vdata,car5.fjs,SPT,5870,0.1,10,6,60
vdata,car6.fjs,SPT,6254,0.2,8,9,72
vdata,car7.fjs,SPT,4959,0.1,7,7,49
vdata,car8.fjs,SPT,5412,0.1,8,8,64
vdata,la01.fjs,SPT,625,0.0,10,5,50
vdata,la02.fjs,SPT,687,0.0,10,5,50
vdata,la03.fjs,SPT,564,0.0,10,5,50
vdata,la04.fjs,SPT,613,0.0,10,5,50
vdata,la05.fjs,SPT,686,0.0,10,5,50
vdata,la06.fjs,SPT,1100,0.0,15,5,75
vdata,la07.fjs,SPT,942,0.0,15,5,75
vdata,la08.fjs,SPT,898,0.0,15,5,75
vdata,la09.fjs,SPT,933,0.0,15,5,75
vdata,la10.fjs,SPT,913,0.0,15,5,75
vdata,la11.fjs,SPT,1181,0.0,20,5,100
vdata,la12.fjs,SPT,1007,0.0,20,5,100
vdata,la13.fjs,SPT,1167,0.0,20,5,100
vdata,la14.fjs,SPT,1313,0.0,20,5,100
vdata,la15.fjs,SPT,1138,0.0,20,5,100
vdata,la16.fjs,SPT,751,0.0,10,10,100
vdata,la17.fjs,SPT,704,0.0,10,10,100
vdata,la18.fjs,SPT,667,0.0,10,10,100
vdata,la19.fjs,SPT,650,0.0,10,10,100
vdata,la20.fjs,SPT,811,0.0,10,10,100
vdata,la21.fjs,SPT,986,0.1,15,10,150
vdata,la22.fjs,SPT,848,0.0,15,10,150
vdata,la23.fjs,SPT,989,0.0,15,10,150
vdata,la24.fjs,SPT,1086,0.1,15,10,150
vdata,la25.fjs,SPT,1013,0.0,15,10,150
vdata,la26.fjs,SPT,1214,0.1,20,10,200
vdata,la27.fjs,SPT,1384,0.1,20,10,200
vdata,la28.fjs,SPT,1393,0.1,20,10,200
vdata,la29.fjs,SPT,1435,0.1,20,10,200
vdata,la30.fjs,SPT,1448,0.1,20,10,200
vdata,la31.fjs,SPT,1845,0.2,30,10,300
vdata,la32.fjs,SPT,2106,0.2,30,10,300
vdata,la33.fjs,SPT,1614,0.1,30,10,300
vdata,la34.fjs,SPT,1682,0.1,30,10,300
vdata,la35.fjs,SPT,1764,0.1,30,10,300
vdata,la36.fjs,SPT,978,0.2,15,15,225
vdata,la37.fjs,SPT,1053,0.2,15,15,225
vdata,la38.fjs,SPT,962,0.2,15,15,225
vdata,la39.fjs,SPT,1008,0.2,15,15,225
vdata,la40.fjs,SPT,1013,0.2,15,15,225
vdata,mt06.fjs,SPT,54,0.0,6,6,36
vdata,mt10.fjs,SPT,666,0.0,10,10,100
vdata,mt20.fjs,SPT,1237,0.0,20,5,100
vdata,orb1.fjs,SPT,749,0.0,10,10,100
vdata,orb10.fjs,SPT,752,0.0,10,10,100
vdata,orb2.fjs,SPT,735,0.0,10,10,100
vdata,orb3.fjs,SPT,770,0.0,10,10,100
vdata,orb4.fjs,SPT,838,0.0,10,10,100
vdata,orb5.fjs,SPT,606,0.0,10,10,100
vdata,orb6.fjs,SPT,753,0.0,10,10,100
vdata,orb7.fjs,SPT,-1,0.0,10,10,100
vdata,orb8.fjs,SPT,644,0.0,10,10,100
vdata,orb9.fjs,SPT,764,0.0,10,10,100
edata,abz5.fjs,MOR,1338,0.1,10,10,100
edata,abz6.fjs,MOR,1097,0.1,10,10,100
edata,abz7.fjs,MOR,704,0.5,20,15,300
edata,abz8.fjs,MOR,795,0.5,20,15,300
edata,abz9.fjs,MOR,835,0.6,20,15,300
edata,car1.fjs,MOR,8033,0.1,11,5,55
edata,car2.fjs,MOR,7819,0.1,13,4,52
edata,car3.fjs,MOR,9756,0.2,12,5,60
edata,car4.fjs,MOR,9604,0.1,14,4,56
edata,car5.fjs,MOR,9206,0.2,10,6,60
edata,car6.fjs,MOR,10152,0.7,8,9,72
edata,car7.fjs,MOR,7690,0.2,7,7,49
edata,car8.fjs,MOR,9156,0.4,8,8,64
edata,la01.fjs,MOR,778,0.0,10,5,50
edata,la02.fjs,MOR,775,0.0,10,5,50
edata,la03.fjs,MOR,648,0.0,10,5,50
edata,la04.fjs,MOR,673,0.0,10,5,50
edata,la05.fjs,MOR,530,0.0,10,5,50
edata,la06.fjs,MOR,968,0.0,15,5,75
edata,la07.fjs,MOR,908,0.0,15,5,75
edata,la08.fjs,MOR,961,0.0,15,5,75
edata,la09.fjs,MOR,1005,0.0,15,5,75
edata,la10.fjs,MOR,929,0.0,15,5,75
edata,la11.fjs,MOR,1252,0.0,20,5,100
edata,la12.fjs,MOR,1013,0.0,20,5,100
edata,la13.fjs,MOR,1127,0.0,20,5,100
edata,la14.fjs,MOR,1163,0.0,20,5,100
edata,la15.fjs,MOR,1366,0.0,20,5,100
edata,la16.fjs,MOR,1143,0.1,10,10,100
edata,la17.fjs,MOR,794,0.1,10,10,100
edata,la18.fjs,MOR,949,0.1,10,10,100
edata,la19.fjs,MOR,1065,0.1,10,10,100
edata,la20.fjs,MOR,1172,0.1,10,10,100
edata,la21.fjs,MOR,1274,0.1,15,10,150
edata,la22.fjs,MOR,1098,0.2,15,10,150
edata,la23.fjs,MOR,1129,0.1,15,10,150
edata,la24.fjs,MOR,1089,0.1,15,10,150
edata,la25.fjs,MOR,1097,0.1,15,10,150
edata,la26.fjs,MOR,1276,0.2,20,10,200
edata,la27.fjs,MOR,1455,0.2,20,10,200
edata,la28.fjs,MOR,1460,0.2,20,10,200
edata,la29.fjs,MOR,1305,0.2,20,10,200
edata,la30.fjs,MOR,1425,0.2,20,10,200
edata,la31.fjs,MOR,1741,0.3,30,10,300
edata,la32.fjs,MOR,1886,0.3,30,10,300
edata,la33.fjs,MOR,1723,0.2,30,10,300
edata,la34.fjs,MOR,1833,0.3,30,10,300
edata,la35.fjs,MOR,1989,0.4,30,10,300
edata,la36.fjs,MOR,1444,0.6,15,15,225
edata,la37.fjs,MOR,1623,0.8,15,15,225
edata,la38.fjs,MOR,1414,0.7,15,15,225
edata,la39.fjs,MOR,1366,0.7,15,15,225
edata,la40.fjs,MOR,1420,0.7,15,15,225
edata,mt06.fjs,MOR,55,0.0,6,6,36
edata,mt10.fjs,MOR,1049,0.1,10,10,100
edata,mt20.fjs,MOR,1537,0.1,20,5,100
edata,orb1.fjs,MOR,1270,0.2,10,10,100
edata,orb10.fjs,MOR,1321,0.1,10,10,100
edata,orb2.fjs,MOR,1057,0.1,10,10,100
edata,orb3.fjs,MOR,1400,0.2,10,10,100
edata,orb4.fjs,MOR,1319,0.1,10,10,100
edata,orb5.fjs,MOR,1168,0.1,10,10,100
edata,orb6.fjs,MOR,1202,0.1,10,10,100
edata,orb7.fjs,MOR,-1,0.0,10,10,100
edata,orb8.fjs,MOR,1239,0.2,10,10,100
edata,orb9.fjs,MOR,1128,0.1,10,10,100
rdata,abz5.fjs,MOR,1116,0.1,10,10,100
rdata,abz6.fjs,MOR,914,0.1,10,10,100
rdata,abz7.fjs,MOR,614,0.3,20,15,300
rdata,abz8.fjs,MOR,645,0.4,20,15,300
rdata,abz9.fjs,MOR,678,0.3,20,15,300
rdata,car1.fjs,MOR,6297,0.0,11,5,55
rdata,car2.fjs,MOR,7583,0.0,13,4,52
rdata,car3.fjs,MOR,6674,0.1,12,5,60
